id,carat,cut,color,clarity,depth,table,x,y,z,price
13569,0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,1061
12415,0.31,Ideal,F,IF,62.1,54.0,4.33,4.37,2.7,914
26001,1.01,Good,F,SI2,63.6,59.0,6.37,6.34,4.04,4197
5665,1.23,Premium,J,VS2,61.9,55.0,6.94,6.88,4.28,5504
20817,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,930
19344,0.7,Very Good,E,SI2,61.7,59.0,5.7,5.75,3.46,2453
26578,1.11,Ideal,I,SI1,62.2,54.0,6.64,6.68,4.14,5006
16055,0.4,Ideal,G,VS1,62.9,55.0,4.76,4.71,2.98,1104
9544,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58,3635
11252,0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33,1625
11628,0.3,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64,464
196,0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,3421
20983,0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735
20321,0.57,Ideal,G,SI1,62.3,54.0,5.34,5.35,3.33,1441
15203,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,2185
21471,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
15585,0.35,Very Good,G,VVS2,62.4,56.0,4.47,4.53,2.81,798
6964,0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62,2423
3679,0.3,Ideal,G,VS1,62.0,54.0,4.3,4.35,2.68,605
1838,0.74,Ideal,I,VS1,60.7,55.0,5.84,5.88,3.56,2609
19350,1.5,Ideal,I,SI1,61.7,55.0,7.35,7.31,4.57,8736
15640,0.54,Ideal,G,SI1,61.9,55.0,5.24,5.26,3.25,1736
12099,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,1149
4480,1.03,Ideal,H,VVS2,62.2,55.0,6.43,6.49,4.03,6638
13819,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800
14759,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
20203,0.5,Premium,E,SI1,60.2,58.0,5.18,5.15,3.11,1415
15299,0.43,Premium,F,SI1,61.3,60.0,4.83,4.86,2.97,792
23137,0.24,Very Good,E,VVS1,60.6,59.0,4.0,4.02,2.43,521
11335,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
17038,0.34,Ideal,D,VS2,61.6,55.0,4.54,4.48,2.78,881
15039,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
17016,1.51,Very Good,G,VS1,63.1,60.0,7.3,7.24,4.59,13811
8204,0.46,Premium,E,VS1,61.7,59.0,4.96,4.93,3.05,1437
14785,0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
15004,0.56,Ideal,H,VS2,61.7,54.0,5.31,5.33,3.28,1427
796,0.32,Ideal,E,VVS1,61.7,55.0,4.38,4.41,2.71,879
16176,1.2,Ideal,G,VS2,61.7,54.7,6.79,6.85,4.25,8040
4284,0.9,Very Good,G,SI2,63.4,59.0,6.08,6.04,3.84,3246
7820,0.54,Ideal,I,VS2,60.1,58.0,5.28,5.34,3.19,1266
14649,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,5916
15037,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4648
556,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10098
26807,0.67,Fair,F,SI1,56.0,67.0,5.81,5.78,3.25,1642
8430,1.13,Very Good,E,SI2,59.4,62.0,6.78,6.83,4.04,3967
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
19249,0.9,Good,D,SI1,63.2,62.0,6.06,6.13,3.85,4068
10276,2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576
3507,0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2877
13210,0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,589
2096,0.3,Ideal,G,VS2,61.3,56.0,4.33,4.28,2.64,675
13460,0.4,Ideal,G,SI1,62.5,54.0,4.74,4.77,2.97,741
14764,0.72,Very Good,I,VS2,63.3,55.0,5.7,5.74,3.62,2337
25365,0.56,Very Good,G,VS1,60.5,59.0,5.26,5.31,3.2,1819
10635,1.19,Ideal,J,SI1,62.0,56.0,6.8,6.77,4.21,4678
16713,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
23183,0.53,Ideal,G,VVS2,61.0,56.0,5.21,5.25,3.19,1946
9701,1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
7076,0.31,Premium,D,VS1,61.7,58.0,4.45,4.4,2.64,1011
1339,0.31,Ideal,J,SI2,61.7,54.0,4.35,4.37,2.71,344
1829,1.64,Premium,G,VS2,62.4,58.0,7.49,7.52,4.68,14201
12941,0.86,Premium,F,SI2,61.7,58.0,6.12,6.15,3.79,2980
22464,0.35,Premium,G,IF,59.1,59.0,4.62,4.59,2.72,1116
370,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182
9090,0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67,1041
903,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,4667
24610,0.32,Ideal,G,VS2,61.7,57.0,4.4,4.38,2.71,720
6892,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
10721,0.44,Ideal,E,SI1,62.6,56.0,4.84,4.9,3.05,810
3088,0.57,Premium,H,SI1,59.3,58.0,5.46,5.4,3.22,1309
17407,0.42,Good,G,VVS1,63.6,55.0,4.75,4.78,3.03,1179
599,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074
19214,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,7741
544,0.38,Very Good,D,SI1,58.9,61.0,4.75,4.79,2.81,733
7201,0.52,Very Good,F,VS2,60.0,61.5,5.19,5.23,3.13,1680
1242,1.02,Ideal,G,SI1,62.8,57.0,6.38,6.35,4.0,5055
26357,1.15,Ideal,G,SI2,62.4,56.0,6.7,6.74,4.19,4877
14504,0.72,Ideal,F,SI1,61.7,59.0,5.75,5.79,3.56,2706
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
25449,0.51,Ideal,I,VS2,61.7,58.0,5.15,5.2,3.13,1268
20523,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,16874
23219,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,969
18999,1.02,Fair,H,VS2,64.6,61.0,6.32,6.24,4.06,4462
19588,1.53,Premium,I,SI1,62.9,59.0,7.36,7.32,4.62,8911
8383,2.01,Premium,F,SI2,62.4,58.0,8.08,8.05,5.03,14279
13159,0.31,Ideal,E,VVS2,61.4,58.0,4.33,4.37,2.67,755
21491,0.5,Good,F,SI1,63.1,61.0,5.06,4.98,3.17,1043
7054,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
11794,0.33,Very Good,D,SI1,60.0,59.0,4.47,4.5,2.69,608
10220,1.01,Ideal,G,VVS2,62.4,59.0,6.34,6.41,3.98,7806
2483,0.5,Ideal,D,VS2,61.2,55.0,5.12,5.07,3.12,1808
12734,1.02,Premium,H,VS2,62.4,58.0,6.39,6.43,4.0,5356
4330,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1612
17405,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
4286,0.32,Ideal,F,VVS1,61.7,55.0,4.38,4.43,2.72,867
11554,0.72,Premium,E,VS2,63.0,55.0,5.79,5.61,3.59,2802
20219,1.61,Ideal,F,VS1,62.0,55.0,7.55,7.52,4.67,17414
22922,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,394
26929,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,2396
9133,1.08,Premium,E,SI1,59.6,60.0,6.73,6.66,3.99,5908
10303,0.3,Good,G,VS2,63.1,56.0,4.25,4.28,2.69,526
6857,0.56,Ideal,H,VVS2,62.1,57.0,5.26,5.3,3.27,1745
7501,0.89,Good,F,SI1,64.3,55.0,6.12,6.01,3.9,3663
15847,1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,7076
5389,0.4,Premium,E,SI1,60.1,59.0,4.76,4.82,2.88,737
17974,0.72,Ideal,H,VVS1,61.4,56.0,5.79,5.77,3.55,3124
20508,0.73,Very Good,F,SI1,60.4,57.0,5.86,5.89,3.55,2549
9346,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
8484,0.5,Premium,G,SI2,62.5,57.0,5.04,5.01,3.14,1000
2116,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
10706,0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,507
10981,1.1,Premium,G,VS2,59.6,60.0,6.72,6.7,4.0,6121
19758,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,1907
15309,0.54,Premium,H,VS1,62.4,55.0,5.25,5.2,3.26,1637
14792,0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,1749
2524,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,586
12455,0.38,Very Good,H,VS2,63.0,56.0,4.57,4.61,2.89,700
16398,0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,1132
9044,1.52,Good,F,VS2,64.2,59.0,7.16,7.2,4.61,11696
875,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,4493
520,0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599
26572,0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
12043,0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69,3861
3667,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1125
11219,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,789
669,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,12798
22203,1.42,Ideal,I,VS2,60.4,55.0,7.28,7.38,4.43,8173
15894,1.14,Very Good,F,SI2,59.2,63.0,6.78,6.86,4.04,5033
21465,0.35,Premium,H,VVS2,61.9,58.0,4.5,4.54,2.8,706
23615,2.48,Very Good,I,SI2,63.0,62.0,8.58,8.62,5.42,17448
2703,0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
15548,0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16,1712
20335,0.5,Ideal,F,VS2,62.9,55.0,5.1,5.07,3.2,1654
264,2.11,Premium,G,SI2,62.2,60.0,8.19,8.15,5.08,16336
19206,0.53,Ideal,F,VVS2,62.2,56.0,5.18,5.2,3.23,2158
14920,1.21,Good,G,VS1,63.6,56.0,6.8,6.72,4.3,8741
9444,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
18348,0.94,Good,I,SI2,63.8,60.0,6.21,6.14,3.94,3079
15175,1.01,Premium,H,VS2,61.6,59.0,6.39,6.41,3.94,5166
17739,1.09,Ideal,G,VS1,62.1,55.1,6.57,6.63,4.1,7487
19891,1.51,Good,I,VS2,62.2,59.0,7.19,7.3,4.51,8951
12158,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1271
22986,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,1838
23361,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,2839
12030,0.34,Fair,F,VVS1,55.2,59.0,4.72,4.77,2.62,1040
20320,0.55,Good,E,SI1,63.3,54.0,5.21,5.24,3.31,1138
13521,1.01,Very Good,E,SI2,62.2,58.0,6.36,6.43,3.98,4575
2124,0.71,Ideal,F,VVS2,61.2,55.0,5.73,5.84,3.54,3705
4415,1.0,Good,I,SI1,61.0,60.0,6.36,6.39,3.89,4496
8970,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2157
3890,0.73,Ideal,G,SI1,61.9,55.0,5.76,5.8,3.58,3089
17129,0.3,Ideal,D,SI1,61.6,57.0,4.32,4.28,2.65,709
2046,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,625
9680,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,545
15132,0.7,Good,I,VS1,63.1,57.0,5.59,5.67,3.55,2390
2547,0.81,Premium,E,SI2,62.5,59.0,5.97,5.9,3.71,2901
13103,0.5,Very Good,D,SI1,62.8,61.0,5.04,5.08,3.18,1395
15036,1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,3149
18557,0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56,2895
20134,0.3,Good,D,SI1,63.3,55.0,4.28,4.31,2.72,552
23018,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,566
18173,0.36,Ideal,E,SI1,61.9,56.0,4.58,4.53,2.82,810
8379,0.54,Ideal,G,VS1,61.0,57.0,5.25,5.28,3.21,1957
17352,0.43,Very Good,E,SI2,59.0,60.0,4.9,4.96,2.91,765
6814,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
14639,0.32,Ideal,H,IF,62.2,54.0,4.37,4.41,2.73,814
1571,1.02,Ideal,E,SI2,62.7,57.0,6.35,6.44,4.01,4585
4128,1.09,Ideal,F,VS2,60.9,54.0,6.66,6.73,4.08,7385
9124,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,812
2445,0.93,Premium,F,SI1,62.5,58.0,6.19,6.22,3.88,4081
10765,0.51,Ideal,H,VVS1,61.4,55.0,5.13,5.16,3.16,1776
1690,0.4,Ideal,H,SI2,62.6,55.0,4.73,4.76,2.97,625
13868,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
19471,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,2351
5329,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4712
24256,1.21,Ideal,G,VS1,62.5,55.0,6.79,6.8,4.25,8020
10636,1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12,5771
18486,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,599
572,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689
23034,0.55,Premium,D,VS2,61.3,60.0,5.28,5.29,3.24,1928
12889,0.32,Ideal,G,IF,61.8,55.0,4.41,4.43,2.73,954
21481,0.92,Premium,F,I1,60.7,58.0,6.29,6.26,3.81,2607
12138,0.31,Premium,E,VS2,61.3,60.0,4.39,4.32,2.67,872
24734,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65,2469
12779,1.0,Fair,I,I1,64.5,58.0,6.33,6.1,4.01,2035
22778,1.21,Ideal,G,VS1,62.7,54.0,6.8,6.82,4.27,9323
1404,1.05,Ideal,H,VS2,61.7,57.0,6.55,6.52,4.03,5833
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
23521,0.9,Premium,E,SI1,60.8,59.0,6.19,6.24,3.78,4463
5138,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,2285
565,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122
12928,1.01,Very Good,H,SI1,62.8,58.0,6.36,6.38,4.0,4559
20469,0.51,Very Good,E,SI1,62.1,60.0,5.08,5.03,3.14,1386
5412,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
17297,0.32,Ideal,F,VS2,61.7,55.0,4.41,4.4,2.72,828
26682,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266
16972,2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9,16565
14665,0.54,Ideal,G,SI1,61.4,54.0,5.27,5.35,3.26,1384
7193,0.5,Very Good,E,SI2,58.0,63.0,5.22,5.19,3.02,1009
815,0.73,Ideal,F,VS2,62.6,56.0,5.77,5.74,3.6,2762
8788,0.4,Ideal,E,VVS2,61.4,59.0,4.71,4.74,2.9,1106
10874,1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,8887
19795,0.91,Very Good,E,SI1,62.5,61.0,6.1,6.19,3.84,4512
10159,1.18,Very Good,H,SI1,62.6,55.0,6.76,6.79,4.24,5674
20413,0.61,Ideal,D,VVS1,62.3,54.0,5.4,5.45,3.38,3625
7756,0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
7504,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,767
18989,0.36,Ideal,D,VS2,61.8,55.0,4.58,4.61,2.84,800
2473,1.02,Good,D,SI2,64.1,58.0,6.25,6.32,4.03,4459
13725,1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11,7495
3062,1.27,Ideal,G,VS2,62.0,58.0,6.89,6.95,4.29,8915
5587,0.9,Very Good,I,VS2,61.2,57.0,6.15,6.2,3.78,3720
15327,1.18,Very Good,D,SI1,61.7,57.0,6.8,6.84,4.21,7093
12212,0.4,Ideal,J,VVS2,61.9,55.0,4.74,4.79,2.95,662
17079,0.81,Ideal,H,SI1,62.1,54.0,6.0,6.02,3.73,2435
24857,0.73,Ideal,I,VS1,61.5,55.0,5.8,5.84,3.58,2908
22569,0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
16039,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55,2604
11497,0.33,Very Good,G,SI2,60.0,56.0,4.52,4.55,2.73,460
5367,0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,1896
24305,1.73,Premium,F,SI2,62.4,60.0,7.6,7.55,4.73,9494
8477,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
4357,0.33,Ideal,G,IF,61.7,55.0,4.47,4.48,2.76,946
5578,0.34,Premium,E,VS2,61.9,58.0,4.45,4.43,2.75,956
18353,0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,2386
24809,1.01,Very Good,D,SI1,59.8,56.0,6.57,6.6,3.94,5394
15574,0.31,Ideal,D,VVS2,62.4,56.0,4.38,4.34,2.72,982
3033,0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
17403,0.51,Very Good,G,VS2,62.9,58.0,5.06,5.11,3.2,1438
3743,0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3582
14166,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,1882
20634,1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24,6301
17892,1.23,Ideal,D,VVS2,62.0,55.0,6.85,6.92,4.27,12848
6198,1.35,Premium,G,SI2,60.5,60.0,7.16,7.11,4.32,5167
19165,0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1,1338
24944,0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23,1185
2122,0.71,Premium,F,SI1,62.7,58.0,5.74,5.68,3.58,2381
3423,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,597
21389,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
603,0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844
11555,1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
22350,0.6,Very Good,D,SI1,60.3,58.0,5.44,5.51,3.3,1777
25778,0.9,Very Good,H,VVS2,62.4,58.0,6.12,6.15,3.83,4740
9241,0.5,Ideal,E,VS2,61.7,55.0,5.19,5.16,3.15,1768
4713,0.76,Good,G,SI1,57.7,63.0,6.05,5.97,3.47,2447
7199,0.42,Ideal,H,VVS2,61.9,55.0,4.83,4.86,3.0,1102
4173,1.36,Ideal,G,VVS2,61.1,57.0,7.14,7.2,4.38,11848
1817,0.3,Ideal,E,VVS1,62.3,55.0,4.31,4.32,2.69,862
16485,1.1,Premium,E,SI2,61.7,59.0,6.64,6.59,4.08,5174
23055,1.19,Ideal,F,VVS1,61.7,57.0,6.84,6.79,4.22,12776
16393,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
24135,0.33,Ideal,G,VVS1,62.2,57.0,4.41,4.46,2.76,868
26932,1.07,Ideal,G,VS2,61.9,55.0,6.55,6.57,4.06,7275
18021,0.39,Ideal,D,VS1,61.8,54.0,4.69,4.73,2.91,988
18016,1.23,Ideal,I,VVS1,62.1,57.0,6.83,6.9,4.26,6989
12504,0.41,Ideal,E,VS1,61.4,57.0,4.79,4.82,2.95,1079
5705,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371
21477,0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18,1625
26436,0.53,Ideal,F,VS2,61.6,56.0,5.26,5.23,3.23,2290
1618,0.32,Ideal,F,VS2,62.4,57.0,4.34,4.38,2.72,645
21791,1.2,Very Good,G,SI2,62.0,60.0,6.78,6.76,4.2,5698
2032,0.74,Ideal,E,VS2,59.5,57.0,5.92,5.94,3.53,3189
20812,1.25,Premium,F,VS2,60.8,58.0,6.98,6.93,4.23,9702
7782,0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,5023
13794,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605
22757,0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21,1359
19392,1.07,Very Good,G,SI1,60.5,62.0,6.6,6.69,4.02,4861
11544,2.02,Good,J,SI1,63.5,60.0,7.93,7.98,5.05,12798
14846,0.28,Ideal,H,VVS2,61.6,56.0,4.22,4.26,2.61,514
5697,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
5161,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5700
12833,0.51,Good,D,SI2,63.9,55.0,5.04,5.1,3.24,1180
6702,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,507
25666,2.04,Premium,H,SI1,63.0,58.0,8.1,8.03,5.08,18115
16471,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,4044
3133,0.41,Premium,G,VVS2,61.6,58.0,4.74,4.8,2.94,1007
11235,2.03,Fair,G,SI2,64.9,59.0,7.85,7.99,5.14,14687
25769,0.36,Premium,G,VS1,59.7,56.0,4.67,4.64,2.78,932
15946,2.01,Fair,H,SI2,61.2,66.0,8.21,8.09,4.98,13587
1952,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
14934,0.92,Premium,F,SI1,62.0,60.0,6.26,6.19,3.86,3910
17002,1.05,Premium,F,SI1,61.6,57.0,6.56,6.53,4.03,5557
13881,1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234
4995,0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828
16380,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,491
9874,0.33,Very Good,E,SI1,60.2,58.0,4.49,4.55,2.72,579
8229,1.3,Ideal,F,VS2,62.2,56.0,6.98,6.94,4.33,10090
2752,1.2,Ideal,G,VS1,62.0,55.0,6.81,6.87,4.24,9625
8591,0.71,Premium,G,VS2,61.9,62.0,5.72,5.69,3.53,2694
11418,0.5,Ideal,I,SI1,62.0,55.0,5.08,5.11,3.16,982
8327,1.22,Ideal,F,SI2,62.5,56.0,6.85,6.81,4.27,6518
17059,1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
6818,0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77,3034
6436,1.2,Ideal,H,SI1,62.7,55.0,6.76,6.73,4.23,6512
715,0.9,Fair,D,SI1,64.0,63.0,6.12,6.04,3.89,4796
20936,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
